Annual_income,age,experience,Type_Income,Type_Occupation,Marital_status,Housing_type
292500.0,34,9,Commercial associate,Laborers,Married,House / apartment
360000.0,34,14,Working,Laborers,Civil marriage,House / apartment
225000.0,26,2,Working,Laborers,Single / not married,With parents
126000.0,50,11,Commercial associate,Laborers,Married,House / apartment
135000.0,65,0,Pensioner,Laborers,Widow,Municipal apartment
270000.0,49,5,Working,High skill tech staff,Married,House / apartment
157500.0,63,6,State servant,Drivers,Widow,House / apartment
216000.0,58,10,Working,Managers,Married,House / apartment
337500.0,34,5,Working,Laborers,Married,House / apartment
225000.0,29,1,Working,Sales staff,Married,Rented apartment
108000.0,44,13,Working,Laborers,Married,House / apartment
225000.0,49,7,Commercial associate,Laborers,Married,House / apartment
180000.0,54,5,Working,Laborers,Married,House / apartment
180000.0,48,2,Working,Laborers,Married,House / apartment
135000.0,37,1,Working,Core staff,Married,House / apartment
180000.0,31,3,Working,Accountants,Married,With parents
112500.0,52,29,Working,Laborers,Married,House / apartment
270000.0,53,34,State servant,Medicine staff,Separated,House / apartment
270000.0,55,5,Working,Laborers,Married,House / apartment
270000.0,57,10,Working,Core staff,Married,House / apartment
135000.0,44,6,Working,Laborers,Married,House / apartment
351000.0,44,23,Commercial associate,Private service staff,Married,House / apartment
202500.0,29,6,Commercial associate,Managers,Married,House / apartment
189000.0,57,0,Pensioner,Laborers,Widow,House / apartment
270000.0,48,4,Working,Laborers,Separated,House / apartment
144000.0,59,0,Pensioner,Laborers,Civil marriage,House / apartment
67500.0,27,5,Working,Sales staff,Married,House / apartment
247500.0,38,10,Working,Core staff,Married,House / apartment
157500.0,56,6,Working,Laborers,Married,House / apartment
157500.0,57,31,State servant,Laborers,Separated,House / apartment
157500.0,47,11,Working,Cooking staff,Single / not married,House / apartment
180000.0,29,3,Working,Laborers,Single / not married,House / apartment
315000.0,43,15,Commercial associate,Core staff,Married,House / apartment
99000.0,40,15,Working,Laborers,Married,House / apartment
351000.0,59,3,Commercial associate,Laborers,Married,House / apartment
175500.0,51,2,Working,High skill tech staff,Single / not married,House / apartment
306000.0,44,5,Working,Managers,Married,House / apartment
157500.0,32,10,Working,Sales staff,Civil marriage,With parents
58500.0,57,0,Pensioner,Laborers,Married,House / apartment
292500.0,47,2,Working,Laborers,Married,Rented apartment
191399.0,60,4,Working,Core staff,Separated,House / apartment
225000.0,38,5,Working,Drivers,Separated,House / apartment
247500.0,47,3,Working,Laborers,Civil marriage,House / apartment
189000.0,36,10,Working,High skill tech staff,Married,House / apartment
247500.0,34,9,Working,Managers,Single / not married,House / apartment
90000.0,55,9,Working,Laborers,Married,House / apartment
148500.0,62,0,Pensioner,Laborers,Married,House / apartment
180000.0,32,12,Working,Laborers,Married,House / apartment
180000.0,46,4,Commercial associate,Cleaning staff,Married,House / apartment
121900.5,44,0,Pensioner,Laborers,Married,House / apartment
112500.0,32,3,Working,Laborers,Married,Municipal apartment
180000.0,33,1,Commercial associate,Core staff,Married,House / apartment
225000.0,38,1,Commercial associate,Sales staff,Married,House / apartment
450000.0,37,1,Commercial associate,Drivers,Married,House / apartment
225000.0,49,7,Working,Managers,Married,House / apartment
135000.0,41,4,Working,Laborers,Married,House / apartment
157500.0,29,4,Working,Sales staff,Married,House / apartment
238500.0,42,19,Working,Medicine staff,Married,House / apartment
261000.0,24,2,Commercial associate,Sales staff,Civil marriage,With parents
180000.0,42,7,Commercial associate,Managers,Married,House / apartment
225000.0,36,14,Commercial associate,Managers,Married,With parents
135000.0,26,5,Working,High skill tech staff,Married,House / apartment
112500.0,49,2,Commercial associate,Security staff,Single / not married,House / apartment
180000.0,47,13,Working,Laborers,Married,House / apartment
171000.0,38,18,Working,Medicine staff,Civil marriage,House / apartment
135000.0,31,3,Working,Drivers,Single / not married,With parents
202500.0,30,2,Working,Drivers,Married,With parents
33750.0,52,0,Pensioner,Laborers,Married,House / apartment
135000.0,60,0,Pensioner,Laborers,Widow,House / apartment
135000.0,62,0,Pensioner,Laborers,Single / not married,House / apartment
157500.0,56,6,Working,Laborers,Married,House / apartment
67500.0,46,1,Commercial associate,Sales staff,Married,House / apartment
135000.0,40,10,Working,Laborers,Married,House / apartment
153000.0,65,0,Pensioner,Laborers,Widow,House / apartment
180000.0,41,4,Working,HR staff,Separated,House / apartment
180000.0,28,5,Working,High skill tech staff,Single / not married,House / apartment
121500.0,41,19,Working,Laborers,Married,House / apartment
112500.0,40,7,Working,Laborers,Civil marriage,Rented apartment
270000.0,37,4,Commercial associate,Laborers,Civil marriage,House / apartment
360000.0,42,1,Commercial associate,Drivers,Married,House / apartment
116100.0,28,7,Working,Laborers,Married,House / apartment
225000.0,66,0,Pensioner,Laborers,Married,House / apartment
450000.0,47,0,Pensioner,Laborers,Married,House / apartment
225000.0,58,33,Working,Laborers,Married,House / apartment
405000.0,35,12,State servant,Core staff,Married,House / apartment
112500.0,32,1,State servant,Core staff,Married,House / apartment
157500.0,52,9,Working,Laborers,Single / not married,Office apartment
202500.0,29,4,Working,Laborers,Married,House / apartment
297000.0,56,3,Working,Laborers,Married,House / apartment
315000.0,37,10,Working,Accountants,Married,House / apartment
202500.0,27,8,Working,Laborers,Single / not married,House / apartment
180000.0,37,7,Working,High skill tech staff,Married,With parents
202500.0,42,4,Commercial associate,Drivers,Married,House / apartment
360000.0,32,7,Working,Sales staff,Civil marriage,House / apartment
112500.0,60,0,Pensioner,Laborers,Married,House / apartment
121500.0,58,0,Pensioner,Laborers,Married,House / apartment
112500.0,28,2,Working,Core staff,Widow,With parents
900000.0,46,7,Commercial associate,High skill tech staff,Civil marriage,House / apartment
112500.0,61,0,Pensioner,Laborers,Married,House / apartment
135000.0,44,26,Working,Laborers,Married,House / apartment
261000.0,44,4,Working,Managers,Married,House / apartment
121500.0,66,0,Pensioner,Laborers,Married,House / apartment
202500.0,39,4,Commercial associate,Accountants,Separated,House / apartment
94500.0,50,28,Working,High skill tech staff,Married,House / apartment
225000.0,45,12,Working,Drivers,Married,House / apartment
630000.0,60,0,Pensioner,Laborers,Single / not married,House / apartment
202500.0,64,0,Pensioner,Laborers,Single / not married,House / apartment
360000.0,35,6,Working,Accountants,Married,House / apartment
157500.0,38,4,Working,Laborers,Separated,With parents
247500.0,37,6,Working,Laborers,Separated,House / apartment
81000.0,27,5,Commercial associate,Laborers,Single / not married,House / apartment
360000.0,44,9,State servant,Managers,Married,House / apartment
315000.0,56,11,Working,Laborers,Married,House / apartment
126000.0,46,8,Working,Cooking staff,Single / not married,House / apartment
225000.0,33,3,Commercial associate,Waiters/barmen staff,Separated,House / apartment
135000.0,31,5,Working,Core staff,Married,With parents
225000.0,52,10,Commercial associate,Laborers,Married,House / apartment
112500.0,48,3,Commercial associate,Laborers,Married,House / apartment
40500.0,35,14,Working,Cleaning staff,Married,House / apartment
157500.0,58,0,Pensioner,Laborers,Separated,House / apartment
67500.0,33,2,Working,Sales staff,Married,House / apartment
315000.0,58,18,State servant,Core staff,Married,House / apartment
270000.0,42,6,Commercial associate,Secretaries,Married,House / apartment
180000.0,59,0,Pensioner,Laborers,Civil marriage,House / apartment
157500.0,65,0,Pensioner,Laborers,Widow,House / apartment
252000.0,29,2,Commercial associate,Laborers,Separated,House / apartment
270000.0,50,5,Working,Sales staff,Married,House / apartment
157500.0,24,4,Working,Drivers,Married,With parents
270000.0,50,6,Working,Laborers,Separated,House / apartment
162000.0,64,0,Pensioner,Laborers,Married,House / apartment
315000.0,44,4,Working,Managers,Married,House / apartment
202500.0,37,6,Working,Core staff,Married,House / apartment
180000.0,52,16,Working,Managers,Separated,House / apartment
112500.0,40,1,Working,Core staff,Married,With parents
135000.0,25,3,Commercial associate,Core staff,Married,House / apartment
225000.0,33,7,Working,Managers,Single / not married,House / apartment
157500.0,48,6,Working,Laborers,Civil marriage,House / apartment
112500.0,27,4,Working,Core staff,Single / not married,House / apartment
202500.0,28,2,Working,Laborers,Married,House / apartment
162000.0,50,8,Working,Laborers,Single / not married,House / apartment
450000.0,50,3,Commercial associate,Drivers,Married,House / apartment
157500.0,28,4,Commercial associate,Sales staff,Single / not married,House / apartment
270000.0,63,7,Commercial associate,High skill tech staff,Single / not married,House / apartment
90000.0,42,3,Working,Laborers,Married,House / apartment
67500.0,64,0,Pensioner,Laborers,Widow,House / apartment
225000.0,48,0,Pensioner,Laborers,Single / not married,House / apartment
135000.0,43,8,Commercial associate,Core staff,Married,House / apartment
135000.0,58,0,Pensioner,Laborers,Widow,House / apartment
157500.0,33,8,Commercial associate,Core staff,Married,House / apartment
180000.0,31,8,State servant,Laborers,Married,Office apartment
418500.0,52,0,Working,Laborers,Married,House / apartment
225000.0,49,9,Working,Drivers,Married,House / apartment
135000.0,42,9,Working,Laborers,Married,House / apartment
360000.0,30,11,Commercial associate,Core staff,Married,House / apartment
135000.0,59,9,Working,Security staff,Married,House / apartment
112500.0,28,1,Working,Laborers,Married,House / apartment
225000.0,36,2,Commercial associate,Laborers,Civil marriage,House / apartment
180000.0,44,2,Working,Laborers,Married,House / apartment
202500.0,30,5,Working,Core staff,Civil marriage,House / apartment
315000.0,44,1,Commercial associate,Sales staff,Married,House / apartment
315000.0,47,2,Working,Laborers,Married,House / apartment
112500.0,47,5,Working,Sales staff,Married,House / apartment
83250.0,55,0,Pensioner,Laborers,Civil marriage,House / apartment
261000.0,55,7,Working,Laborers,Married,House / apartment
247500.0,48,6,Working,Laborers,Married,House / apartment
360000.0,61,11,Working,Managers,Married,House / apartment
135000.0,36,3,Working,Laborers,Married,House / apartment
225000.0,54,7,Working,High skill tech staff,Widow,House / apartment
270000.0,45,23,State servant,Managers,Married,House / apartment
112500.0,56,0,Pensioner,Laborers,Married,House / apartment
112500.0,35,1,Working,Core staff,Single / not married,Co-op apartment
225000.0,50,7,Working,Managers,Married,House / apartment
173250.0,45,6,Working,Drivers,Civil marriage,House / apartment
148500.0,32,3,Working,Laborers,Single / not married,House / apartment
315000.0,49,11,Commercial associate,Managers,Civil marriage,House / apartment
135000.0,29,4,Working,Accountants,Married,House / apartment
157500.0,65,0,Pensioner,Laborers,Widow,House / apartment
76500.0,40,6,State servant,Laborers,Married,House / apartment
225000.0,36,4,Commercial associate,Laborers,Married,House / apartment
157500.0,46,7,Working,Core staff,Married,House / apartment
216000.0,30,7,State servant,High skill tech staff,Married,House / apartment
90000.0,58,0,Pensioner,Laborers,Separated,House / apartment
211500.0,28,3,Working,Core staff,Single / not married,House / apartment
202500.0,32,2,Working,Drivers,Married,House / apartment
112500.0,44,21,State servant,Core staff,Single / not married,House / apartment
112500.0,28,1,Working,Laborers,Married,House / apartment
166500.0,23,1,Working,Laborers,Single / not married,House / apartment
72000.0,42,15,Working,Medicine staff,Married,House / apartment
135000.0,56,6,Working,Cleaning staff,Married,House / apartment
157500.0,39,6,Working,Core staff,Married,House / apartment
67500.0,49,1,State servant,Laborers,Civil marriage,House / apartment
135000.0,44,4,Working,Laborers,Separated,House / apartment
207000.0,61,10,State servant,Medicine staff,Married,House / apartment
148500.0,35,8,Commercial associate,Drivers,Married,House / apartment
112500.0,28,6,Commercial associate,Laborers,Married,House / apartment
112500.0,43,3,Working,Laborers,Married,House / apartment
202500.0,39,6,Commercial associate,Laborers,Single / not married,House / apartment
67500.0,55,19,Working,Sales staff,Married,House / apartment
67500.0,38,8,Working,Sales staff,Separated,House / apartment
306000.0,41,9,Commercial associate,Laborers,Married,House / apartment
90000.0,48,22,State servant,Medicine staff,Married,House / apartment
360000.0,58,8,Working,Laborers,Married,House / apartment
112500.0,25,5,Working,Laborers,Civil marriage,House / apartment
270000.0,47,2,Commercial associate,Managers,Married,House / apartment
450000.0,28,4,Commercial associate,Managers,Single / not married,With parents
67500.0,49,11,Working,Security staff,Married,House / apartment
180000.0,41,9,Commercial associate,Sales staff,Married,House / apartment
270000.0,50,4,Commercial associate,Drivers,Married,House / apartment
315000.0,58,0,Pensioner,Laborers,Single / not married,House / apartment
247500.0,48,3,Commercial associate,Cooking staff,Married,House / apartment
72000.0,60,2,Working,Security staff,Married,House / apartment
81000.0,42,6,Working,Sales staff,Single / not married,House / apartment
171000.0,57,0,Pensioner,Laborers,Married,House / apartment
135000.0,40,1,Commercial associate,Sales staff,Married,House / apartment
135000.0,39,5,Working,Laborers,Married,House / apartment
202500.0,54,33,State servant,Medicine staff,Married,House / apartment
292500.0,46,10,State servant,Core staff,Married,House / apartment
360000.0,44,15,State servant,Managers,Married,House / apartment
315000.0,42,9,Working,Laborers,Separated,House / apartment
405000.0,46,1,State servant,Laborers,Married,House / apartment
225000.0,37,9,Commercial associate,Sales staff,Married,House / apartment
198000.0,68,0,Pensioner,Laborers,Married,House / apartment
202500.0,27,1,Commercial associate,Managers,Married,With parents
90000.0,29,1,Working,Drivers,Single / not married,House / apartment
166500.0,55,22,Working,Laborers,Married,House / apartment
73350.0,39,19,Working,Medicine staff,Married,House / apartment
135000.0,33,5,Working,Laborers,Married,House / apartment
103500.0,67,0,Pensioner,Laborers,Married,House / apartment
202500.0,44,0,Pensioner,Laborers,Married,House / apartment
76500.0,56,0,Pensioner,Laborers,Married,Municipal apartment
225000.0,34,1,Working,Laborers,Married,House / apartment
126000.0,62,6,Working,High skill tech staff,Married,House / apartment
211500.0,47,5,Working,Laborers,Married,House / apartment
157500.0,45,4,Working,Drivers,Married,House / apartment
112500.0,63,0,Pensioner,Laborers,Widow,House / apartment
225000.0,48,0,Pensioner,Laborers,Single / not married,House / apartment
135000.0,34,2,Working,Core staff,Single / not married,House / apartment
405000.0,35,4,Working,Drivers,Married,With parents
135000.0,52,2,Commercial associate,Laborers,Separated,Municipal apartment
112500.0,28,7,Working,Laborers,Married,House / apartment
247500.0,39,20,Working,Managers,Married,House / apartment
270000.0,38,4,Working,Laborers,Single / not married,House / apartment
225000.0,29,3,Commercial associate,Laborers,Married,House / apartment
90000.0,61,0,Pensioner,Laborers,Married,House / apartment
135000.0,41,9,Working,Laborers,Single / not married,House / apartment
67500.0,27,5,Working,Sales staff,Married,House / apartment
135000.0,28,3,Working,High skill tech staff,Married,House / apartment
193500.0,44,5,Working,Laborers,Single / not married,Municipal apartment
135000.0,30,4,Working,Private service staff,Married,House / apartment
202500.0,48,1,Commercial associate,Drivers,Married,House / apartment
135000.0,34,1,Working,Drivers,Married,House / apartment
180000.0,52,0,Pensioner,Laborers,Married,House / apartment
112500.0,64,1,Working,Laborers,Married,House / apartment
247500.0,38,5,Working,Laborers,Single / not married,House / apartment
360000.0,44,7,Working,Drivers,Married,House / apartment
193500.0,49,11,Working,Laborers,Married,House / apartment
67500.0,31,5,Working,Cooking staff,Married,House / apartment
306000.0,52,8,Working,High skill tech staff,Married,House / apartment
153000.0,60,0,Pensioner,Laborers,Separated,House / apartment
171000.0,38,10,Working,High skill tech staff,Married,House / apartment
112500.0,34,1,Working,Core staff,Separated,House / apartment
360000.0,54,1,Commercial associate,Managers,Married,House / apartment
157500.0,41,4,Working,Laborers,Married,House / apartment
112500.0,52,0,Pensioner,Laborers,Married,House / apartment
292500.0,57,24,State servant,Accountants,Married,House / apartment
315000.0,48,5,Working,Core staff,Separated,House / apartment
135000.0,25,3,Working,Managers,Single / not married,House / apartment
180000.0,39,10,Working,Laborers,Married,House / apartment
180000.0,28,8,State servant,Core staff,Married,House / apartment
292500.0,51,29,Commercial associate,Laborers,Civil marriage,House / apartment
135000.0,56,0,Pensioner,Laborers,Separated,House / apartment
225000.0,38,17,Working,Core staff,Married,House / apartment
225000.0,58,0,Pensioner,Laborers,Married,House / apartment
135000.0,54,12,Working,Low-skill Laborers,Married,House / apartment
292500.0,38,4,Working,Drivers,Single / not married,House / apartment
180000.0,32,0,Working,Managers,Married,House / apartment
274500.0,56,19,Commercial associate,High skill tech staff,Married,House / apartment
225000.0,49,5,Working,Core staff,Single / not married,House / apartment
180000.0,42,9,Working,Laborers,Married,House / apartment
225000.0,40,11,Commercial associate,Laborers,Married,House / apartment
360000.0,56,5,Commercial associate,Managers,Married,House / apartment
126000.0,67,0,Pensioner,Laborers,Widow,House / apartment
180000.0,27,5,Working,Drivers,Married,House / apartment
54000.0,31,12,Working,Cleaning staff,Married,House / apartment
76500.0,44,2,Working,Sales staff,Married,House / apartment
247500.0,48,6,Working,Laborers,Married,House / apartment
112500.0,30,10,State servant,Secretaries,Civil marriage,House / apartment
81000.0,57,0,Pensioner,Laborers,Married,House / apartment
135000.0,30,6,Commercial associate,Laborers,Married,House / apartment
135000.0,36,2,Working,Core staff,Married,House / apartment
99000.0,58,6,Working,Laborers,Married,House / apartment
67500.0,50,31,Working,Cooking staff,Married,Municipal apartment
191399.0,28,1,Working,Laborers,Single / not married,House / apartment
202500.0,23,2,Working,Laborers,Separated,House / apartment
58500.0,39,16,Working,Core staff,Married,House / apartment
135000.0,58,1,Commercial associate,Laborers,Married,House / apartment
135000.0,34,1,Working,Laborers,Single / not married,House / apartment
180000.0,42,7,Working,Sales staff,Married,House / apartment
112500.0,48,10,State servant,Medicine staff,Married,House / apartment
144000.0,37,6,Working,Core staff,Married,House / apartment
112500.0,59,2,Commercial associate,Managers,Married,House / apartment
135000.0,52,10,Commercial associate,Managers,Married,House / apartment
81000.0,53,7,Working,Laborers,Single / not married,House / apartment
193500.0,41,21,Working,Laborers,Married,With parents
144000.0,24,3,Working,Drivers,Married,House / apartment
292500.0,62,0,Pensioner,Laborers,Single / not married,House / apartment
157500.0,47,3,Working,Sales staff,Married,House / apartment
315000.0,50,8,Working,Drivers,Married,House / apartment
135000.0,42,2,Working,Sales staff,Married,House / apartment
202500.0,29,7,Commercial associate,Laborers,Married,Rented apartment
180000.0,31,4,Commercial associate,Private service staff,Single / not married,House / apartment
112500.0,33,11,Working,Accountants,Married,House / apartment
112500.0,37,6,Working,Sales staff,Married,House / apartment
270000.0,37,15,Commercial associate,Drivers,Married,House / apartment
76500.0,44,0,Pensioner,Laborers,Married,House / apartment
292500.0,38,10,Commercial associate,Laborers,Single / not married,House / apartment
405000.0,32,13,State servant,Managers,Married,House / apartment
193500.0,58,31,Working,Laborers,Married,House / apartment
180000.0,49,15,Working,Laborers,Married,House / apartment
115200.0,41,2,Commercial associate,Laborers,Married,House / apartment
56250.0,58,0,Pensioner,Laborers,Married,House / apartment
180000.0,41,4,Commercial associate,Laborers,Married,House / apartment
157500.0,45,4,Commercial associate,Sales staff,Married,House / apartment
202500.0,28,1,Working,Laborers,Married,House / apartment
135000.0,41,5,Working,Sales staff,Married,House / apartment
202500.0,44,16,Commercial associate,Managers,Married,House / apartment
157500.0,67,0,Pensioner,Laborers,Widow,House / apartment
225000.0,45,5,Working,Drivers,Married,House / apartment
191399.0,31,8,Working,Managers,Single / not married,House / apartment
202500.0,50,8,Working,Laborers,Single / not married,House / apartment
85500.0,45,24,State servant,Core staff,Separated,Co-op apartment
157500.0,61,0,Pensioner,Laborers,Separated,House / apartment
270000.0,25,1,Working,Laborers,Married,House / apartment
157500.0,37,2,Working,Sales staff,Separated,Municipal apartment
360000.0,63,0,Pensioner,Laborers,Married,House / apartment
90000.0,59,0,Pensioner,Laborers,Married,House / apartment
90000.0,59,0,Pensioner,Laborers,Married,House / apartment
135000.0,67,0,Pensioner,Laborers,Married,House / apartment
112500.0,43,4,Working,High skill tech staff,Single / not married,House / apartment
225000.0,25,1,Working,Core staff,Single / not married,House / apartment
225000.0,32,3,Commercial associate,Laborers,Single / not married,House / apartment
202500.0,64,15,State servant,Medicine staff,Single / not married,House / apartment
202500.0,26,1,Commercial associate,Laborers,Married,House / apartment
225000.0,30,4,State servant,High skill tech staff,Married,With parents
108000.0,34,9,Working,Laborers,Married,With parents
225000.0,53,6,Working,Sales staff,Widow,House / apartment
180000.0,42,3,Commercial associate,Laborers,Married,House / apartment
135000.0,51,4,Working,Laborers,Married,House / apartment
112500.0,58,0,Pensioner,Laborers,Married,House / apartment
90000.0,44,15,Working,Core staff,Single / not married,House / apartment
90000.0,45,2,Commercial associate,Low-skill Laborers,Civil marriage,House / apartment
103500.0,62,35,Working,Managers,Married,House / apartment
72000.0,42,1,Working,Medicine staff,Married,House / apartment
135000.0,45,2,Working,High skill tech staff,Married,House / apartment
495000.0,39,15,Working,Cooking staff,Single / not married,Rented apartment
135000.0,38,20,Working,Laborers,Married,House / apartment
360000.0,30,1,Working,Managers,Married,House / apartment
135000.0,52,19,Working,Cleaning staff,Married,House / apartment
225000.0,35,6,State servant,Core staff,Married,House / apartment
135000.0,25,3,Working,Managers,Single / not married,House / apartment
81000.0,59,0,Pensioner,Laborers,Married,House / apartment
90000.0,37,15,Working,Laborers,Married,House / apartment
450000.0,44,10,Working,High skill tech staff,Single / not married,House / apartment
360000.0,51,7,Commercial associate,Accountants,Single / not married,House / apartment
225000.0,25,0,State servant,Laborers,Married,House / apartment
202500.0,53,17,Working,High skill tech staff,Married,House / apartment
202500.0,46,11,Working,Laborers,Separated,House / apartment
95850.0,52,18,Commercial associate,Laborers,Married,House / apartment
112500.0,26,2,Working,Core staff,Married,With parents
126000.0,29,6,Commercial associate,Laborers,Civil marriage,Municipal apartment
99000.0,43,2,Working,Sales staff,Married,House / apartment
112500.0,25,5,Working,Laborers,Civil marriage,House / apartment
180000.0,44,17,Commercial associate,Laborers,Married,House / apartment
225000.0,28,5,Working,Laborers,Single / not married,House / apartment
225000.0,28,1,Working,Managers,Single / not married,House / apartment
202500.0,51,20,Working,Core staff,Single / not married,House / apartment
180000.0,64,0,Pensioner,Laborers,Married,House / apartment
135000.0,31,2,Commercial associate,Laborers,Civil marriage,House / apartment
315000.0,34,3,State servant,Managers,Married,House / apartment
387000.0,42,2,Commercial associate,Laborers,Married,House / apartment
45000.0,57,0,Pensioner,Laborers,Married,House / apartment
185400.0,40,9,Commercial associate,Laborers,Married,House / apartment
76500.0,46,0,Working,Laborers,Married,House / apartment
225000.0,37,3,Working,Core staff,Civil marriage,House / apartment
810000.0,49,9,Commercial associate,Security staff,Civil marriage,Office apartment
126000.0,28,1,Working,Core staff,Married,House / apartment
135000.0,62,0,Pensioner,Laborers,Married,House / apartment
90000.0,45,10,Working,Sales staff,Married,House / apartment
157500.0,56,15,Working,Laborers,Civil marriage,House / apartment
180000.0,55,0,Pensioner,Laborers,Married,House / apartment
112500.0,56,36,State servant,Core staff,Single / not married,House / apartment
270000.0,42,0,Pensioner,Laborers,Married,House / apartment
135000.0,47,15,Working,Laborers,Married,House / apartment
103500.0,44,18,Working,Laborers,Married,House / apartment
130500.0,37,15,Working,Core staff,Married,House / apartment
90000.0,55,1,Working,Medicine staff,Married,House / apartment
112500.0,40,0,Working,Drivers,Married,House / apartment
157500.0,65,0,Pensioner,Laborers,Married,House / apartment
202500.0,44,24,State servant,Private service staff,Civil marriage,House / apartment
67500.0,61,0,Pensioner,Laborers,Separated,House / apartment
189000.0,45,2,Working,Core staff,Married,House / apartment
180000.0,54,21,Working,Secretaries,Married,House / apartment
135000.0,50,14,Working,Cleaning staff,Married,House / apartment
135000.0,48,2,Commercial associate,Core staff,Civil marriage,House / apartment
166500.0,33,9,Working,Laborers,Married,House / apartment
90000.0,60,0,Pensioner,Laborers,Married,House / apartment
337500.0,28,5,State servant,Managers,Married,With parents
90000.0,48,22,State servant,Medicine staff,Married,House / apartment
157500.0,41,19,Working,High skill tech staff,Married,House / apartment
112500.0,66,0,Pensioner,Laborers,Married,House / apartment
180000.0,43,7,Commercial associate,Managers,Married,House / apartment
112500.0,25,1,Working,Managers,Married,House / apartment
135000.0,36,2,Working,Core staff,Married,House / apartment
135000.0,39,5,Working,Laborers,Married,House / apartment
135000.0,42,1,Commercial associate,Core staff,Married,With parents
191399.0,39,3,Working,Drivers,Single / not married,House / apartment
126000.0,46,16,Commercial associate,Managers,Married,House / apartment
247500.0,40,5,Commercial associate,Laborers,Married,House / apartment
184500.0,27,5,Working,Sales staff,Married,House / apartment
165600.0,59,0,Pensioner,Laborers,Widow,House / apartment
315000.0,50,8,Working,Drivers,Married,House / apartment
112500.0,58,0,Pensioner,Laborers,Single / not married,House / apartment
112500.0,27,5,Working,Laborers,Civil marriage,House / apartment
202500.0,51,4,Commercial associate,Laborers,Single / not married,Rented apartment
72000.0,60,0,Pensioner,Laborers,Married,House / apartment
202500.0,57,4,Commercial associate,Medicine staff,Married,House / apartment
391500.0,47,20,Working,Core staff,Married,House / apartment
112500.0,32,1,Working,Accountants,Married,House / apartment
157500.0,40,13,Working,Laborers,Married,House / apartment
112500.0,55,4,Working,Laborers,Widow,House / apartment
270000.0,39,7,State servant,Medicine staff,Married,House / apartment
270000.0,40,16,Commercial associate,Laborers,Single / not married,House / apartment
247500.0,50,16,Working,Laborers,Married,House / apartment
360000.0,57,0,Pensioner,Laborers,Married,House / apartment
189000.0,62,0,Pensioner,Laborers,Separated,House / apartment
157500.0,38,9,State servant,Laborers,Married,House / apartment
405000.0,51,11,Commercial associate,Laborers,Married,House / apartment
157500.0,41,10,State servant,Managers,Married,House / apartment
130500.0,37,15,Working,Core staff,Married,House / apartment
135000.0,53,0,Pensioner,Laborers,Civil marriage,House / apartment
90000.0,59,0,Pensioner,Laborers,Married,House / apartment
67500.0,52,0,Commercial associate,Laborers,Civil marriage,House / apartment
135000.0,42,5,Commercial associate,Waiters/barmen staff,Married,House / apartment
247500.0,42,3,Working,Drivers,Married,House / apartment
157500.0,44,3,Commercial associate,Private service staff,Single / not married,House / apartment
135000.0,34,11,Working,Managers,Married,House / apartment
126000.0,57,0,Pensioner,Laborers,Married,House / apartment
180000.0,54,5,Working,Core staff,Widow,House / apartment
112500.0,59,0,Pensioner,Laborers,Separated,Municipal apartment
247500.0,33,8,Commercial associate,Sales staff,Married,House / apartment
112500.0,63,0,Pensioner,Laborers,Widow,House / apartment
315000.0,50,8,Working,Drivers,Married,House / apartment
67500.0,61,0,Pensioner,Laborers,Single / not married,House / apartment
337500.0,29,3,Working,Laborers,Married,With parents
337500.0,35,9,Working,Core staff,Married,House / apartment
112500.0,60,0,Pensioner,Laborers,Widow,House / apartment
157500.0,30,4,Commercial associate,High skill tech staff,Married,House / apartment
292500.0,51,29,Commercial associate,Laborers,Civil marriage,House / apartment
135000.0,38,18,State servant,Core staff,Married,House / apartment
450000.0,52,12,Working,Managers,Married,House / apartment
180000.0,33,1,Working,Sales staff,Married,Municipal apartment
135000.0,38,8,Working,Security staff,Married,House / apartment
180000.0,31,7,Commercial associate,Laborers,Single / not married,House / apartment
202500.0,25,0,Working,Accountants,Married,House / apartment
180000.0,30,4,Working,Laborers,Married,With parents
112500.0,31,6,Working,Accountants,Married,House / apartment
135000.0,67,0,Pensioner,Laborers,Married,House / apartment
81000.0,49,1,Working,Private service staff,Single / not married,House / apartment
135000.0,49,29,Working,Accountants,Married,House / apartment
270000.0,32,2,Working,Laborers,Married,With parents
247500.0,34,8,Commercial associate,Laborers,Married,House / apartment
202500.0,36,10,Working,Laborers,Married,House / apartment
225000.0,54,6,State servant,Private service staff,Married,House / apartment
157500.0,35,15,State servant,Medicine staff,Married,House / apartment
216000.0,54,27,Working,Laborers,Single / not married,House / apartment
202500.0,44,3,Working,Laborers,Married,House / apartment
135000.0,62,12,Working,Secretaries,Single / not married,House / apartment
247500.0,25,1,Working,Laborers,Married,House / apartment
180000.0,38,8,Working,Laborers,Married,House / apartment
67500.0,63,0,Pensioner,Laborers,Married,House / apartment
130500.0,42,10,Working,Sales staff,Married,House / apartment
99000.0,45,1,Commercial associate,Core staff,Single / not married,House / apartment
112500.0,38,1,State servant,Laborers,Married,House / apartment
247500.0,32,1,Working,Sales staff,Single / not married,With parents
180000.0,44,5,Commercial associate,High skill tech staff,Married,House / apartment
225000.0,56,0,Pensioner,Laborers,Married,House / apartment
405000.0,32,5,Working,Laborers,Married,House / apartment
247500.0,35,7,Working,Managers,Married,House / apartment
171000.0,50,11,Working,High skill tech staff,Married,House / apartment
